record_id,country_code,country_name,region,income_level,date,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,pollution_index,multi_disease_burden,healthcare_gap,air_quality_level
5598,1,1,4,0,2024-12-29,-25.27,133.77,26,13.0,0.46,77.8,0,0,0,0.0,12.0,37.7,33.3,7.4,25.3,1.6,78.0,51763.0,75.4,98.7,0.0,103.7,1.3294871794871794,Good
5599,1,1,4,0,2025-01-05,-25.27,133.77,26,8.38,-0.59,140.9,0,0,0,73.5,81.0,80.5,24.8,8.1,12.0,0.0,72.7,51834.0,72.4,89.1,5953.5,125.39999999999999,1.7248968363136175,Moderate
5600,1,1,4,0,2025-01-12,-25.27,133.77,26,11.01,-0.43,85.3,0,0,0,37.7,64.0,67.1,25.2,7.6,13.6,0.0,80.8,51834.0,57.5,97.0,2412.8,113.49999999999999,1.4047029702970295,Moderate
5601,1,1,4,0,2025-01-19,-25.27,133.77,26,12.63,-0.28,28.3,0,0,0,7.8,19.0,46.6,26.4,5.8,16.9,10.2,74.9,51834.0,73.9,100.0,148.2,95.69999999999999,1.2777036048064083,Good
5602,1,1,4,0,2025-01-26,-25.27,133.77,26,14.65,-0.17,94.7,0,0,0,0.0,17.0,67.3,30.3,0.3,18.6,10.0,76.0,51834.0,70.1,100.0,0.0,116.5,1.5328947368421053,Good
5603,1,1,4,0,2025-02-02,-25.27,133.77,26,13.19,0.28,97.2,0,0,0,21.8,6.0,63.9,27.1,2.0,15.6,0.0,77.3,51906.0,73.3,100.0,130.8,108.6,1.404915912031048,Good
5604,1,1,4,0,2025-02-09,-25.27,133.77,26,16.54,0.42,123.1,0,0,0,43.8,85.0,71.3,33.7,0.0,27.3,4.8,82.3,51906.0,66.2,86.3,3722.9999999999995,132.3,1.6075334143377888,Moderate
5605,1,1,4,0,2025-02-16,-25.27,133.77,26,14.57,0.24,57.3,0,0,0,53.6,97.0,57.4,31.1,6.0,13.8,13.4,76.3,51906.0,65.4,98.6,5199.2,108.3,1.4193971166448232,Moderate
5607,1,1,4,0,2025-03-02,-25.27,133.77,26,19.16,-0.36,96.9,0,0,0,53.9,97.0,85.0,27.7,3.5,12.6,20.2,76.1,51978.0,69.5,100.0,5228.3,128.8,1.692509855453351,Moderate
5608,1,1,4,0,2025-03-09,-25.27,133.77,26,15.31,0.17,62.7,0,0,0,94.3,129.0,65.1,35.8,0.0,16.6,9.3,74.8,51978.0,65.3,97.6,12164.699999999999,117.5,1.570855614973262,Unhealthy for Sensitive Groups
5609,1,1,4,0,2025-03-16,-25.27,133.77,26,14.25,0.51,138.1,0,0,0,7.7,3.0,70.9,34.8,5.0,27.7,0.7,79.3,51978.0,59.8,98.9,23.1,138.4,1.7452711223203028,Good
5610,1,1,4,0,2025-03-23,-25.27,133.77,26,14.52,-0.44,143.3,0,0,0,2.5,0.0,52.9,32.6,4.1,22.1,3.2,72.6,51978.0,72.9,93.5,0.0,111.69999999999999,1.5385674931129476,
5612,1,1,4,0,2025-04-06,-25.27,133.77,26,16.48,0.82,164.4,0,0,0,26.7,53.0,54.7,23.4,7.2,18.9,15.3,78.0,52050.0,74.1,100.0,1415.1,104.19999999999999,1.3358974358974358,Moderate
5613,1,1,4,0,2025-04-13,-25.27,133.77,26,18.37,0.53,87.9,0,0,0,34.0,34.0,76.8,31.6,3.8,27.1,16.2,76.8,52050.0,75.5,91.5,1156.0,139.3,1.8138020833333335,Good
5615,1,1,4,0,2025-04-27,-25.27,133.77,26,16.98,0.26,139.4,0,0,0,50.9,62.0,64.6,39.6,1.4,17.5,12.6,79.4,52050.0,75.4,100.0,3155.7999999999997,123.1,1.5503778337531484,Moderate
5617,1,1,4,0,2025-05-11,-25.27,133.77,26,16.75,-0.04,122.7,1,0,1,23.6,27.0,55.5,33.9,5.1,16.5,19.4,75.7,52122.0,74.7,99.6,637.2,111.0,1.4663143989431968,Good
5619,1,1,4,0,2025-05-25,-25.27,133.77,26,17.16,-0.45,119.9,0,0,0,68.8,114.0,75.4,27.2,3.4,21.2,20.1,79.4,52122.0,65.6,97.8,7843.2,127.20000000000002,1.6020151133501261,Unhealthy for Sensitive Groups
5621,1,1,4,0,2025-06-08,-25.27,133.77,26,16.81,0.3,123.0,0,0,0,34.4,51.0,78.5,34.5,0.0,14.7,18.2,80.6,52194.0,65.4,91.2,1754.3999999999999,127.7,1.5843672456575684,Moderate
5622,1,1,4,0,2025-06-15,-25.27,133.77,26,9.11,0.6,80.3,0,0,0,61.5,96.0,47.7,31.4,4.3,21.7,0.1,78.2,52194.0,68.8,92.4,5904.0,105.1,1.3439897698209717,Moderate
5623,1,1,4,0,2025-06-22,-25.27,133.77,26,13.09,0.38,79.9,0,0,0,34.8,38.0,62.9,32.8,7.5,16.5,7.1,75.1,52194.0,63.4,96.3,1322.3999999999999,119.69999999999999,1.5938748335552597,Good
5624,1,1,4,0,2025-06-29,-25.27,133.77,26,12.51,1.06,46.4,0,0,0,73.4,120.0,66.5,31.6,2.7,17.8,3.5,79.2,52194.0,69.2,95.5,8808.0,118.6,1.4974747474747474,Unhealthy for Sensitive Groups
5625,1,1,4,0,2025-07-06,-25.27,133.77,26,10.45,0.13,60.7,0,0,0,33.7,57.0,60.7,31.6,7.6,19.4,8.1,82.2,52266.0,60.0,91.4,1920.9,119.30000000000001,1.451338199513382,Moderate
5626,1,1,4,0,2025-07-13,-25.27,133.77,26,7.68,0.36,109.7,0,0,0,46.6,84.0,70.1,36.7,6.5,23.3,0.0,76.5,52266.0,72.6,97.8,3914.4,136.6,1.7856209150326796,Moderate
5627,1,1,4,0,2025-07-20,-25.27,133.77,26,4.19,0.0,63.4,0,0,0,86.2,125.0,78.7,36.9,1.3,17.7,0.0,76.4,52266.0,82.3,88.1,10775.0,134.6,1.7617801047120416,Unhealthy for Sensitive Groups
5628,1,1,4,0,2025-07-27,-25.27,133.77,26,7.91,0.63,130.4,0,0,0,17.8,23.0,39.1,33.8,6.5,30.1,4.7,78.0,52266.0,77.6,94.5,409.40000000000003,109.5,1.4038461538461537,Good
5629,1,1,4,0,2025-08-03,-25.27,133.77,26,6.58,0.45,57.5,0,0,0,76.8,110.0,76.3,39.5,11.5,15.5,0.0,81.7,52338.0,72.3,100.0,8448.0,142.8,1.747858017135863,Unhealthy for Sensitive Groups
5630,1,1,4,0,2025-08-10,-25.27,133.77,26,4.35,0.18,57.0,0,0,0,60.6,103.0,64.4,40.2,0.0,13.7,0.0,79.6,52338.0,69.2,95.2,6241.8,118.30000000000001,1.4861809045226133,Unhealthy for Sensitive Groups
5631,1,1,4,0,2025-08-17,-25.27,133.77,26,5.94,0.84,20.2,0,0,0,76.3,123.0,76.0,19.6,9.1,18.3,0.0,72.3,52338.0,73.8,92.1,9384.9,122.99999999999999,1.7012448132780082,Unhealthy for Sensitive Groups
5632,1,1,4,0,2025-08-24,-25.27,133.77,26,1.94,0.81,48.6,0,0,0,77.7,80.0,71.4,28.1,8.1,17.5,0.0,76.8,52338.0,68.3,89.4,6216.0,125.1,1.62890625,Moderate
5633,1,1,4,0,2025-08-31,-25.27,133.77,26,0.78,-0.36,44.7,0,0,0,0.0,6.0,44.2,34.8,7.0,15.6,0.0,80.7,52338.0,71.9,97.9,0.0,101.6,1.258983890954151,Good
5634,1,1,4,0,2025-09-07,-25.27,133.77,26,3.14,0.33,63.6,0,0,0,87.0,132.0,83.9,31.4,2.8,23.0,0.0,78.5,52410.0,64.1,95.9,11484.0,141.10000000000002,1.7974522292993633,Unhealthy for Sensitive Groups
5635,1,1,4,0,2025-09-14,-25.27,133.77,26,2.25,0.87,69.8,0,0,0,105.2,156.0,87.8,42.0,0.5,26.8,0.0,76.4,52410.0,77.3,99.9,16411.2,157.10000000000002,2.0562827225130893,Unhealthy
5636,1,1,4,0,2025-09-21,-25.27,133.77,26,0.08,-0.44,30.8,0,0,0,42.0,52.0,58.2,31.8,9.9,17.7,0.0,74.8,52410.0,64.6,96.4,2184.0,117.60000000000001,1.572192513368984,Moderate
5637,1,1,4,0,2025-09-28,-25.27,133.77,26,3.64,-0.24,52.9,0,0,0,26.2,66.0,65.6,29.3,8.2,24.0,0.0,80.1,52410.0,64.6,100.0,1729.2,127.1,1.5867665418227217,Moderate
5638,1,1,4,0,2025-10-05,-25.27,133.77,26,1.18,0.53,0.0,0,0,0,59.4,68.0,76.2,26.0,2.8,19.2,0.0,80.8,52481.0,72.6,99.6,4039.2,124.2,1.5371287128712872,Moderate
5639,1,1,4,0,2025-10-12,-25.27,133.77,26,1.68,1.22,55.9,0,0,0,52.2,51.0,75.4,38.8,4.3,17.1,0.0,76.9,52481.0,66.0,99.8,2662.2000000000003,135.6,1.7633289986996097,Moderate
5640,1,1,4,0,2025-10-19,-25.27,133.77,26,3.82,-0.74,62.1,0,0,0,87.6,103.0,66.8,29.1,4.6,23.0,0.0,79.0,52481.0,71.1,100.0,9022.8,123.5,1.5632911392405062,Unhealthy for Sensitive Groups
5670,14,12,0,1,2015-07-26,-0.02,37.9,54,22.49,0.06,50.3,0,0,0,86.5,135.0,79.1,36.5,7.4,16.7,0.0,45.0,2145.0,72.4,94.0,11677.5,139.7,3.1044444444444443,Unhealthy for Sensitive Groups
5671,14,12,0,1,2015-08-02,-0.02,37.9,54,20.09,-0.63,0.0,0,0,0,123.5,176.0,93.9,28.4,0.0,23.9,0.0,48.7,2148.0,75.3,89.6,21736.0,146.20000000000002,3.0020533880903493,Unhealthy
5672,14,12,0,1,2015-08-09,-0.02,37.9,54,18.91,-0.29,40.1,0,0,0,112.4,145.0,71.2,30.7,4.6,20.5,0.0,48.1,2148.0,66.6,91.1,16298.0,127.0,2.64033264033264,Unhealthy for Sensitive Groups
5673,14,12,0,1,2015-08-16,-0.02,37.9,54,18.94,-0.54,27.1,0,0,0,96.9,138.0,69.4,25.3,5.2,29.0,0.0,47.0,2148.0,69.6,87.7,13372.2,128.9,2.7425531914893617,Unhealthy for Sensitive Groups
5674,14,12,0,1,2015-08-23,-0.02,37.9,54,17.08,-0.01,63.4,0,0,0,72.5,135.0,81.2,22.1,9.3,33.0,0.0,43.5,2148.0,71.0,89.8,9787.5,145.60000000000002,3.34712643678161,Unhealthy for Sensitive Groups
5676,14,12,0,1,2015-09-06,-0.02,37.9,54,18.92,0.24,72.9,0,0,0,108.3,147.0,68.9,35.0,8.0,35.3,0.0,46.4,2152.0,74.9,91.1,15920.1,147.2,3.172413793103448,Unhealthy for Sensitive Groups
5677,14,12,0,1,2015-09-13,-0.02,37.9,54,15.63,0.05,38.7,0,0,0,159.9,249.0,95.7,25.8,6.6,26.2,0.0,46.4,2152.0,66.6,92.0,39815.1,154.29999999999998,3.3254310344827585,Unhealthy
5678,14,12,0,1,2015-09-20,-0.02,37.9,54,16.49,-0.23,125.7,0,0,0,98.8,136.0,53.9,20.7,4.1,33.9,0.0,47.2,2152.0,68.8,91.1,13436.8,112.6,2.3855932203389827,Unhealthy for Sensitive Groups
5679,14,12,0,1,2015-09-27,-0.02,37.9,54,17.93,-0.11,23.4,0,0,0,98.9,165.0,84.8,28.5,4.7,31.1,0.0,48.6,2152.0,62.6,95.6,16318.500000000002,149.1,3.067901234567901,Unhealthy
5680,14,12,0,1,2015-10-04,-0.02,37.9,54,16.17,-0.43,33.0,0,0,0,112.9,156.0,87.0,21.9,0.0,25.8,0.0,42.8,2155.0,74.4,95.2,17612.4,134.70000000000002,3.1471962616822435,Unhealthy
5681,14,12,0,1,2015-10-11,-0.02,37.9,54,17.58,0.47,42.4,0,0,0,110.0,172.0,94.1,32.4,5.8,22.0,0.0,49.3,2155.0,62.4,80.1,18920.0,154.3,3.1298174442190674,Unhealthy
5682,14,12,0,1,2015-10-18,-0.02,37.9,54,17.06,-0.06,63.2,0,0,0,153.5,232.0,84.0,30.0,7.6,16.7,0.0,47.2,2155.0,65.4,96.4,35612.0,138.29999999999998,2.9300847457627115,Unhealthy
5683,14,12,0,1,2015-10-25,-0.02,37.9,54,15.8,0.3,22.7,0,0,0,56.8,56.0,62.8,33.7,4.8,24.8,0.0,43.8,2155.0,67.9,82.9,3180.7999999999997,126.1,2.8789954337899544,Moderate
5684,14,12,0,1,2015-11-01,-0.02,37.9,54,18.86,0.63,37.4,0,0,0,147.2,237.0,92.8,36.4,6.5,22.9,0.0,46.0,2159.0,70.7,92.8,34886.399999999994,158.6,3.4478260869565216,Unhealthy
5686,14,12,0,1,2015-11-15,-0.02,37.9,54,17.24,0.51,45.4,0,0,0,109.6,170.0,61.5,34.1,3.6,29.4,0.0,44.0,2159.0,65.1,88.0,18632.0,128.6,2.9227272727272724,Unhealthy
5688,14,12,0,1,2015-11-29,-0.02,37.9,54,19.6,0.33,56.5,0,0,0,106.5,149.0,92.5,38.3,3.2,29.5,0.0,49.8,2159.0,67.4,86.6,15868.5,163.5,3.283132530120482,Unhealthy for Sensitive Groups
5689,14,12,0,1,2015-12-06,-0.02,37.9,54,18.23,-1.04,101.0,0,0,0,101.0,158.0,104.9,25.9,6.3,24.4,0.0,48.0,2162.0,64.2,92.3,15958.0,161.50000000000003,3.364583333333334,Unhealthy
5690,14,12,0,1,2015-12-13,-0.02,37.9,54,20.67,0.51,52.6,0,0,0,112.3,177.0,86.2,31.7,14.1,26.7,0.0,52.1,2162.0,64.4,82.7,19877.1,158.7,3.046065259117082,Unhealthy
5722,14,12,0,1,2016-07-24,-0.02,37.9,54,17.82,-0.08,53.8,0,0,0,106.5,149.0,68.7,34.2,0.0,33.3,0.0,51.2,2187.0,73.4,89.6,15868.5,136.2,2.6601562499999996,Unhealthy for Sensitive Groups
5727,14,12,0,1,2016-08-28,-0.02,37.9,54,18.84,0.31,42.1,0,0,0,116.0,171.0,96.2,31.8,5.8,29.5,0.0,52.8,2191.0,77.0,86.0,19836.0,163.3,3.0928030303030307,Unhealthy
5728,14,12,0,1,2016-09-04,-0.02,37.9,54,17.4,-0.29,0.0,0,0,0,139.2,217.0,82.0,26.5,8.1,32.5,0.0,46.2,2194.0,68.9,94.8,30206.399999999998,149.1,3.227272727272727,Unhealthy
5729,14,12,0,1,2016-09-11,-0.02,37.9,54,16.65,-0.31,0.6,0,0,0,135.2,228.0,94.3,18.2,9.0,30.4,0.0,47.3,2194.0,77.0,86.1,30825.6,151.9,3.211416490486258,Unhealthy
5731,14,12,0,1,2016-09-25,-0.02,37.9,54,16.87,-0.49,19.2,0,0,0,114.7,180.0,83.2,20.4,6.7,29.2,0.0,45.0,2194.0,74.6,83.2,20646.0,139.5,3.1,Unhealthy
5732,14,12,0,1,2016-10-02,-0.02,37.9,54,16.16,0.07,51.0,0,0,0,97.6,156.0,74.1,18.3,1.0,33.6,0.0,49.4,2198.0,67.0,82.0,15225.599999999999,127.0,2.57085020242915,Unhealthy
5733,14,12,0,1,2016-10-09,-0.02,37.9,54,16.27,-0.01,37.0,0,0,0,70.4,98.0,83.3,30.7,0.0,24.7,0.0,45.9,2198.0,68.0,86.3,6899.200000000001,138.7,3.0217864923747273,Moderate
5734,14,12,0,1,2016-10-16,-0.02,37.9,54,17.04,-0.29,67.4,0,0,0,89.0,116.0,88.2,26.1,4.0,16.5,0.0,51.5,2198.0,69.9,92.1,10324.0,134.8,2.6174757281553402,Unhealthy for Sensitive Groups
5736,14,12,0,1,2016-10-30,-0.02,37.9,54,21.49,0.27,13.8,0,0,0,85.2,141.0,75.5,31.2,15.3,21.8,0.0,45.3,2198.0,69.9,94.3,12013.2,143.8,3.1743929359823406,Unhealthy for Sensitive Groups
5737,14,12,0,1,2016-11-06,-0.02,37.9,54,18.24,-0.34,23.1,0,0,0,91.0,140.0,83.3,29.9,1.0,28.5,0.0,48.6,2201.0,74.9,91.7,12740.0,142.7,2.936213991769547,Unhealthy for Sensitive Groups
5738,14,12,0,1,2016-11-13,-0.02,37.9,54,18.67,0.52,16.8,0,0,0,50.6,64.0,49.9,28.1,5.7,25.7,0.0,54.1,2201.0,73.9,90.4,3238.4,109.4,2.022181146025878,Moderate
5739,14,12,0,1,2016-11-20,-0.02,37.9,54,18.84,0.53,32.1,0,0,0,77.0,108.0,81.8,29.8,5.4,21.9,0.0,51.3,2201.0,76.2,87.4,8316.0,138.9,2.7076023391812867,Unhealthy for Sensitive Groups
5740,14,12,0,1,2016-11-27,-0.02,37.9,54,18.04,-1.24,21.4,0,0,0,105.9,169.0,63.2,19.6,6.3,24.2,0.0,44.7,2201.0,71.8,93.5,17897.100000000002,113.30000000000001,2.534675615212528,Unhealthy
5776,14,12,0,1,2017-08-06,-0.02,37.9,54,17.32,-0.93,49.8,0,0,0,95.0,134.0,65.8,30.9,1.9,20.0,0.0,45.7,2233.0,75.4,93.5,12730.0,118.6,2.5951859956236323,Unhealthy for Sensitive Groups
5777,14,12,0,1,2017-08-13,-0.02,37.9,54,19.27,0.87,86.5,0,0,0,124.6,193.0,88.4,44.4,8.4,26.1,0.0,44.6,2233.0,68.8,81.3,24047.8,167.3,3.751121076233184,Unhealthy
5778,14,12,0,1,2017-08-20,-0.02,37.9,54,18.1,-0.21,28.2,0,0,0,150.1,210.0,104.8,39.6,1.3,23.4,0.0,48.0,2233.0,72.1,89.0,31521.0,169.10000000000002,3.522916666666667,Unhealthy
5779,14,12,0,1,2017-08-27,-0.02,37.9,54,19.0,-0.35,59.7,0,0,0,131.0,206.0,103.8,24.3,8.7,32.1,0.0,46.1,2233.0,70.2,82.2,26986.0,168.89999999999998,3.663774403470715,Unhealthy
5780,14,12,0,1,2017-09-03,-0.02,37.9,54,16.94,0.16,12.2,0,0,0,104.7,141.0,77.0,22.8,4.1,26.1,0.0,50.0,2237.0,72.3,86.5,14762.7,130.0,2.6,Unhealthy for Sensitive Groups
5781,14,12,0,1,2017-09-10,-0.02,37.9,54,18.08,0.46,92.3,0,0,0,62.8,88.0,61.2,43.0,6.8,26.9,0.0,46.3,2237.0,70.1,91.6,5526.4,137.9,2.978401727861771,Moderate
5782,14,12,0,1,2017-09-17,-0.02,37.9,54,14.54,0.5,12.3,0,0,0,129.4,223.0,90.9,32.3,9.3,28.3,0.0,46.4,2237.0,73.0,92.5,28856.2,160.8,3.4655172413793105,Unhealthy
5783,14,12,0,1,2017-09-24,-0.02,37.9,54,14.99,-0.03,114.8,0,0,0,150.8,218.0,91.3,31.1,4.1,34.1,0.0,53.4,2237.0,68.7,83.5,32874.4,160.6,3.00749063670412,Unhealthy
5784,14,12,0,1,2017-10-01,-0.02,37.9,54,16.97,0.25,62.2,0,0,0,109.6,159.0,81.7,34.9,7.5,13.0,0.0,50.7,2240.0,72.2,95.2,17426.399999999998,137.1,2.7041420118343193,Unhealthy
5785,14,12,0,1,2017-10-08,-0.02,37.9,54,18.61,0.37,93.3,0,0,0,160.5,233.0,106.9,25.4,8.3,23.5,0.0,45.5,2240.0,69.1,86.2,37396.5,164.10000000000002,3.606593406593407,Unhealthy
5786,14,12,0,1,2017-10-15,-0.02,37.9,54,19.08,0.1,55.1,0,0,0,87.5,134.0,82.4,42.3,0.9,26.4,0.0,51.5,2240.0,70.4,91.5,11725.0,152.0,2.9514563106796117,Unhealthy for Sensitive Groups
5787,14,12,0,1,2017-10-22,-0.02,37.9,54,17.09,0.49,82.6,0,0,0,78.5,92.0,60.1,27.4,4.7,27.7,0.0,46.8,2240.0,77.2,97.9,7222.0,119.9,2.561965811965812,Moderate
5788,14,12,0,1,2017-10-29,-0.02,37.9,54,15.24,0.51,48.5,0,0,0,88.6,159.0,69.3,37.6,3.7,29.9,0.0,52.4,2240.0,74.5,86.0,14087.4,140.5,2.681297709923664,Unhealthy
5789,14,12,0,1,2017-11-05,-0.02,37.9,54,18.99,-0.64,39.8,0,0,0,108.6,141.0,93.2,30.3,0.3,28.2,0.0,46.6,2244.0,68.7,86.2,15312.599999999999,152.0,3.261802575107296,Unhealthy for Sensitive Groups
5790,14,12,0,1,2017-11-12,-0.02,37.9,54,17.75,0.61,72.9,0,0,0,116.3,165.0,89.8,33.0,4.9,27.8,0.0,51.4,2244.0,76.8,93.1,19189.5,155.5,3.0252918287937742,Unhealthy
5791,14,12,0,1,2017-11-19,-0.02,37.9,54,18.65,0.96,47.5,0,0,0,141.4,223.0,96.4,35.5,11.5,34.7,0.0,44.8,2244.0,71.2,85.6,31532.2,178.10000000000002,3.9754464285714293,Unhealthy
5792,14,12,0,1,2017-11-26,-0.02,37.9,54,19.85,0.06,83.6,0,0,0,154.3,200.0,84.3,32.7,0.5,31.8,0.0,44.6,2244.0,73.8,82.6,30860.000000000004,149.3,3.3475336322869955,Unhealthy
5796,14,12,0,1,2017-12-24,-0.02,37.9,54,19.18,0.71,83.2,0,0,0,121.1,172.0,89.1,34.8,3.9,30.7,0.0,45.5,2247.0,71.1,88.0,20829.2,158.5,3.4835164835164836,Unhealthy
5824,14,12,0,1,2018-07-08,-0.02,37.9,54,20.63,0.13,74.2,0,0,0,62.2,72.0,73.3,33.3,2.8,19.1,0.0,49.5,2272.0,72.1,91.4,4478.400000000001,128.5,2.595959595959596,Moderate
5827,14,12,0,1,2018-07-29,-0.02,37.9,54,20.08,-0.15,69.2,0,0,0,146.7,235.0,79.3,24.8,13.2,19.0,0.0,47.3,2272.0,76.5,88.1,34474.5,136.3,2.881606765327696,Unhealthy
5831,14,12,0,1,2018-08-26,-0.02,37.9,54,19.37,0.49,37.2,0,0,0,115.8,172.0,91.4,33.7,3.9,12.7,0.0,50.2,2276.0,61.6,92.7,19917.6,141.7,2.8227091633466133,Unhealthy
5832,14,12,0,1,2018-09-02,-0.02,37.9,54,13.45,0.22,53.0,0,0,0,118.8,160.0,90.4,24.8,7.1,27.6,0.0,46.0,2279.0,72.1,84.6,19008.0,149.9,3.258695652173913,Unhealthy
5833,14,12,0,1,2018-09-09,-0.02,37.9,54,19.95,0.64,9.8,0,0,0,102.6,190.0,72.1,26.4,11.6,21.6,0.0,43.6,2279.0,77.5,85.2,19494.0,131.7,3.020642201834862,Unhealthy
5834,14,12,0,1,2018-09-16,-0.02,37.9,54,15.86,-0.4,120.7,0,0,0,110.3,166.0,86.6,22.8,5.2,24.3,0.0,43.1,2279.0,67.3,86.0,18309.8,138.9,3.222737819025522,Unhealthy
5836,14,12,0,1,2018-09-30,-0.02,37.9,54,15.15,-0.2,12.2,0,0,0,98.7,159.0,85.7,27.1,5.1,33.9,0.0,49.8,2279.0,66.7,79.8,15693.300000000001,151.8,3.048192771084338,Unhealthy
5837,14,12,0,1,2018-10-07,-0.02,37.9,54,16.23,-0.88,44.7,0,0,0,122.7,169.0,102.5,25.3,6.0,19.5,0.0,46.0,2283.0,67.5,100.0,20736.3,153.3,3.332608695652174,Unhealthy
5838,14,12,0,1,2018-10-14,-0.02,37.9,54,16.85,-0.57,84.2,0,0,0,89.3,112.0,83.0,30.5,2.9,19.0,0.0,48.9,2283.0,67.1,87.0,10001.6,135.4,2.768916155419223,Unhealthy for Sensitive Groups
5839,14,12,0,1,2018-10-21,-0.02,37.9,54,18.72,0.07,4.6,0,0,0,64.8,136.0,67.4,36.0,4.9,23.8,0.0,44.4,2283.0,76.0,84.8,8812.8,132.10000000000002,2.975225225225226,Unhealthy for Sensitive Groups
5840,14,12,0,1,2018-10-28,-0.02,37.9,54,15.19,-0.36,78.4,0,0,0,105.1,175.0,71.2,23.2,3.8,27.0,0.0,49.1,2283.0,73.5,91.4,18392.5,125.2,2.54989816700611,Unhealthy
5841,14,12,0,1,2018-11-04,-0.02,37.9,54,19.79,0.63,0.0,0,0,0,119.7,147.0,89.8,21.7,4.7,30.4,0.0,46.8,2286.0,66.8,95.0,17595.9,146.6,3.1324786324786325,Unhealthy for Sensitive Groups
5842,14,12,0,1,2018-11-11,-0.02,37.9,54,19.01,-0.11,65.8,0,0,0,77.7,114.0,78.2,39.2,6.7,14.5,0.0,43.3,2286.0,67.0,92.9,8857.800000000001,138.60000000000002,3.200923787528869,Unhealthy for Sensitive Groups
5843,14,12,0,1,2018-11-18,-0.02,37.9,54,17.69,-0.07,45.6,0,0,0,129.0,203.0,78.0,36.3,5.5,20.1,0.0,45.5,2286.0,76.3,86.3,26187.0,139.9,3.074725274725275,Unhealthy
5880,14,12,0,1,2019-08-04,-0.02,37.9,54,19.03,0.61,29.4,0,0,0,87.4,102.0,75.9,42.2,7.0,27.9,0.0,47.6,2318.0,66.9,85.2,8914.800000000001,153.0,3.214285714285714,Unhealthy for Sensitive Groups
5882,14,12,0,1,2019-08-18,-0.02,37.9,54,19.94,0.07,21.7,0,0,0,108.2,149.0,84.6,28.9,11.6,24.5,0.0,46.7,2318.0,71.5,91.2,16121.800000000001,149.6,3.203426124197002,Unhealthy for Sensitive Groups
5883,14,12,0,1,2019-08-25,-0.02,37.9,54,15.3,0.87,9.9,0,0,0,140.1,222.0,83.5,30.4,6.5,18.2,0.0,46.6,2318.0,67.3,89.4,31102.199999999997,138.6,2.9742489270386265,Unhealthy
5884,14,12,0,1,2019-09-01,-0.02,37.9,54,18.45,0.65,62.1,0,0,0,91.8,129.0,82.8,32.1,8.2,25.4,0.0,48.3,2322.0,70.8,88.8,11842.199999999999,148.5,3.0745341614906834,Unhealthy for Sensitive Groups
5885,14,12,0,1,2019-09-08,-0.02,37.9,54,15.09,-0.58,89.7,0,0,0,82.4,118.0,55.3,27.4,0.0,25.0,0.0,47.8,2322.0,67.3,92.4,9723.2,107.69999999999999,2.2531380753138075,Unhealthy for Sensitive Groups
5886,14,12,0,1,2019-09-15,-0.02,37.9,54,18.07,-0.02,41.7,0,0,0,164.3,243.0,89.2,28.7,7.8,20.5,0.0,46.0,2322.0,57.3,89.5,39924.9,146.2,3.178260869565217,Unhealthy
5887,14,12,0,1,2019-09-22,-0.02,37.9,54,19.16,-0.0,83.5,0,0,0,64.1,98.0,76.3,30.3,6.5,26.9,0.0,53.7,2322.0,64.4,89.7,6281.799999999999,140.0,2.60707635009311,Moderate
5888,14,12,0,1,2019-09-29,-0.02,37.9,54,15.71,0.36,38.6,0,0,0,124.3,188.0,79.4,34.8,5.7,33.5,0.0,50.0,2322.0,63.5,92.8,23368.399999999998,153.4,3.068,Unhealthy
5889,14,12,0,1,2019-10-06,-0.02,37.9,54,17.93,0.77,0.0,0,0,0,157.3,212.0,106.9,39.5,4.2,27.2,0.0,48.5,2325.0,67.0,82.7,33347.600000000006,177.79999999999998,3.665979381443299,Unhealthy
5890,14,12,0,1,2019-10-13,-0.02,37.9,54,16.46,0.72,47.9,0,0,0,119.2,179.0,101.6,40.9,4.5,27.0,0.0,46.6,2325.0,64.1,90.8,21336.8,174.0,3.7339055793991416,Unhealthy
5891,14,12,0,1,2019-10-20,-0.02,37.9,54,20.47,0.36,0.0,0,0,0,109.6,149.0,93.3,27.2,14.4,28.8,0.0,45.5,2325.0,64.8,88.9,16330.4,163.70000000000002,3.5978021978021983,Unhealthy for Sensitive Groups
5892,14,12,0,1,2019-10-27,-0.02,37.9,54,14.65,0.04,58.5,0,0,0,80.9,118.0,86.5,32.4,2.0,31.1,0.0,45.5,2325.0,68.4,92.3,9546.2,152.0,3.340659340659341,Unhealthy for Sensitive Groups
5893,14,12,0,1,2019-11-03,-0.02,37.9,54,18.24,-0.08,80.0,0,0,0,77.4,124.0,71.5,25.8,1.7,30.5,0.0,43.4,2329.0,61.6,92.4,9597.6,129.5,2.9838709677419355,Unhealthy for Sensitive Groups
5894,14,12,0,1,2019-11-10,-0.02,37.9,54,19.67,-1.13,0.0,0,0,0,78.3,150.0,72.3,31.5,4.2,28.2,0.0,50.5,2329.0,66.7,98.3,11745.0,136.2,2.6970297029702968,Unhealthy for Sensitive Groups
